	PassengerId	Survived	Pclass	Sex	Age	SibSp	Parch	Fare	Embarked	ship	Deck	Title
256	257	True	1	1	19	0	0	79.0	1	Titanic	8	3.0
257	258	True	1	1	30	0	0	86.0	0	Titanic	2	2.0
258	259	True	1	1	35	0	0	512.0	1	Titanic	8	2.0
259	260	True	2	1	50	0	1	26.0	0	Titanic	8	3.0
260	261	False	3	0	35	0	0	7.0	2	Titanic	8	1.0
261	262	True	3	0	3	4	2	31.0	0	Titanic	8	4.0
262	263	False	1	0	52	1	1	79.0	0	Titanic	5	1.0
263	264	False	1	0	40	0	0	0.0	0	Titanic	2	1.0
264	265	False	3	1	39	0	0	7.0	2	Titanic	8	2.0
265	266	False	2	0	36	0	0	10.0	0	Titanic	8	1.0
266	267	False	3	0	16	4	1	39.0	0	Titanic	8	1.0
267	268	True	3	0	25	1	0	7.0	0	Titanic	8	1.0
268	269	True	1	1	58	0	1	153.0	0	Titanic	3	3.0
269	270	True	1	1	35	0	0	135.0	0	Titanic	3	2.0
270	271	False	1	0	27	0	0	31.0	0	Titanic	8	1.0
271	272	True	3	0	25	0	0	0.0	0	Titanic	8	1.0
272	273	True	2	1	41	0	1	19.0	0	Titanic	8	3.0
273	274	False	1	0	37	0	1	29.0	1	Titanic	3	1.0
274	275	True	3	1	36	0	0	7.0	2	Titanic	8	2.0
275	276	True	1	1	63	1	0	77.0	0	Titanic	4	2.0
276	277	False	3	1	45	0	0	7.0	0	Titanic	8	2.0
277	278	False	2	0	27	0	0	0.0	0	Titanic	8	1.0
278	279	False	3	0	7	4	1	29.0	2	Titanic	8	4.0
279	280	True	3	1	35	1	1	20.0	0	Titanic	8	3.0
280	281	False	3	0	65	0	0	7.0	2	Titanic	8	1.0
281	282	False	3	0	28	0	0	7.0	0	Titanic	8	1.0
282	283	False	3	0	16	0	0	9.0	0	Titanic	8	1.0
283	284	True	3	0	19	0	0	8.0	0	Titanic	8	1.0
284	285	False	1	0	35	0	0	26.0	0	Titanic	1	1.0
285	286	False	3	0	33	0	0	8.0	1	Titanic	8	1.0
286	287	True	3	0	30	0	0	9.0	0	Titanic	8	1.0
287	288	False	3	0	22	0	0	7.0	0	Titanic	8	1.0
288	289	True	2	0	42	0	0	13.0	0	Titanic	8	1.0
289	290	True	3	1	22	0	0	7.0	2	Titanic	8	2.0
290	291	True	1	1	26	0	0	78.0	0	Titanic	8	2.0
291	292	True	1	1	19	1	0	91.0	1	Titanic	2	3.0
292	293	False	2	0	36	0	0	12.0	1	Titanic	4	1.0
293	294	False	3	1	24	0	0	8.0	0	Titanic	8	2.0
294	295	False	3	0	24	0	0	7.0	0	Titanic	8	1.0
295	296	False	1	0	14	0	0	27.0	1	Titanic	8	1.0
296	297	False	3	0	23	0	0	7.0	1	Titanic	8	1.0
297	298	False	1	1	2	1	2	151.0	0	Titanic	3	2.0
298	299	True	1	0	20	0	0	30.0	0	Titanic	3	1.0
299	300	True	1	1	50	0	1	247.0	1	Titanic	2	3.0
300	301	True	3	1	40	0	0	7.0	2	Titanic	8	2.0
301	302	True	3	0	36	2	0	23.0	2	Titanic	8	1.0
302	303	False	3	0	19	0	0	0.0	0	Titanic	8	1.0
303	304	True	2	1	39	0	0	12.0	2	Titanic	5	2.0
304	305	False	3	0	18	0	0	8.0	0	Titanic	8	1.0
305	306	True	1	0	0	1	2	151.0	0	Titanic	3	4.0
306	307	True	1	1	28	0	0	110.0	1	Titanic	8	2.0
307	308	True	1	1	17	1	0	108.0	1	Titanic	3	3.0
308	309	False	2	0	30	1	0	24.0	1	Titanic	8	1.0
309	310	True	1	1	30	0	0	56.0	1	Titanic	5	2.0
310	311	True	1	1	24	0	0	83.0	1	Titanic	3	2.0
311	312	True	1	1	18	2	2	262.0	1	Titanic	2	2.0
312	313	False	2	1	26	1	1	26.0	0	Titanic	8	3.0
313	314	False	3	0	28	0	0	7.0	0	Titanic	8	1.0
314	315	False	2	0	43	1	1	26.0	0	Titanic	8	1.0
315	316	True	3	1	26	0	0	7.0	0	Titanic	8	2.0
316	317	True	2	1	24	1	0	26.0	0	Titanic	8	3.0
317	318	False	2	0	54	0	0	14.0	0	Titanic	8	5.0
318	319	True	1	1	31	0	2	164.0	0	Titanic	3	2.0
319	320	True	1	1	40	1	1	134.0	1	Titanic	5	3.0
320	321	False	3	0	22	0	0	7.0	0	Titanic	8	1.0
321	322	False	3	0	27	0	0	7.0	0	Titanic	8	1.0
322	323	True	2	1	30	0	0	12.0	2	Titanic	8	2.0
323	324	True	2	1	22	1	1	29.0	0	Titanic	8	3.0
324	325	False	3	0	43	8	2	69.0	0	Titanic	8	1.0
325	326	True	1	1	36	0	0	135.0	1	Titanic	3	2.0
326	327	False	3	0	61	0	0	6.0	0	Titanic	8	1.0
327	328	True	2	1	36	0	0	13.0	0	Titanic	4	3.0
328	329	True	3	1	31	1	1	20.0	0	Titanic	8	3.0
329	330	True	1	1	16	0	1	57.0	1	Titanic	2	2.0
330	331	True	3	1	22	2	0	23.0	2	Titanic	8	2.0
331	332	False	1	0	45	0	0	28.0	0	Titanic	3	1.0
332	333	False	1	0	38	0	1	153.0	0	Titanic	3	1.0
333	334	False	3	0	16	2	0	18.0	0	Titanic	8	1.0
334	335	True	1	1	24	1	0	133.0	0	Titanic	8	3.0
335	336	False	3	0	20	0	0	7.0	0	Titanic	8	1.0
336	337	False	1	0	29	1	0	66.0	0	Titanic	3	1.0
337	338	True	1	1	41	0	0	134.0	1	Titanic	5	2.0
338	339	True	3	0	45	0	0	8.0	0	Titanic	8	1.0
339	340	False	1	0	45	0	0	35.0	0	Titanic	0	1.0
340	341	True	2	0	2	1	1	26.0	0	Titanic	6	4.0
341	342	True	1	1	24	3	2	263.0	0	Titanic	3	2.0
342	343	False	2	0	28	0	0	13.0	0	Titanic	8	1.0
343	344	False	2	0	25	0	0	13.0	0	Titanic	8	1.0
344	345	False	2	0	36	0	0	13.0	0	Titanic	8	1.0
345	346	True	2	1	24	0	0	13.0	0	Titanic	6	2.0
346	347	True	2	1	40	0	0	13.0	0	Titanic	8	2.0
347	348	True	3	1	27	1	0	16.0	0	Titanic	8	3.0
348	349	True	3	0	3	1	1	15.0	0	Titanic	8	4.0
349	350	False	3	0	42	0	0	8.0	0	Titanic	8	1.0
350	351	False	3	0	23	0	0	9.0	0	Titanic	8	1.0
351	352	False	1	0	22	0	0	35.0	0	Titanic	3	1.0
352	353	False	3	0	15	1	1	7.0	1	Titanic	8	1.0
353	354	False	3	0	25	1	0	17.0	0	Titanic	8	1.0
354	355	False	3	0	27	0	0	7.0	1	Titanic	8	1.0
355	356	False	3	0	28	0	0	9.0	0	Titanic	8	1.0
356	357	True	1	1	22	0	1	55.0	0	Titanic	5	2.0
357	358	False	2	1	38	0	0	13.0	0	Titanic	8	2.0
358	359	True	3	1	31	0	0	7.0	2	Titanic	8	2.0
359	360	True	3	1	30	0	0	7.0	2	Titanic	8	2.0
360	361	False	3	0	40	1	4	27.0	0	Titanic	8	1.0
361	362	False	2	0	29	1	0	27.0	1	Titanic	8	1.0
362	363	False	3	1	45	0	1	14.0	1	Titanic	8	3.0
363	364	False	3	0	35	0	0	7.0	0	Titanic	8	1.0
364	365	False	3	0	41	1	0	15.0	2	Titanic	8	1.0
365	366	False	3	0	30	0	0	7.0	0	Titanic	8	1.0
366	367	True	1	1	60	1	0	75.0	1	Titanic	4	3.0
367	368	True	3	1	26	0	0	7.0	1	Titanic	8	3.0
368	369	True	3	1	40	0	0	7.0	2	Titanic	8	2.0
369	370	True	1	1	24	0	0	69.0	1	Titanic	2	3.0
370	371	True	1	0	25	1	0	55.0	1	Titanic	5	1.0
371	372	False	3	0	18	1	0	6.0	0	Titanic	8	1.0
372	373	False	3	0	19	0	0	8.0	0	Titanic	8	1.0
373	374	False	1	0	22	0	0	135.0	1	Titanic	8	1.0
374	375	False	3	1	3	3	1	21.0	0	Titanic	8	2.0
375	376	True	1	1	37	1	0	82.0	1	Titanic	8	3.0
376	377	True	3	1	22	0	0	7.0	0	Titanic	8	2.0
377	378	False	1	0	27	0	2	211.0	1	Titanic	3	1.0
378	379	False	3	0	20	0	0	4.0	1	Titanic	8	1.0
379	380	False	3	0	19	0	0	7.0	0	Titanic	8	1.0
380	381	True	1	1	42	0	0	227.0	1	Titanic	8	2.0
381	382	True	3	1	1	0	2	15.0	1	Titanic	8	2.0
382	383	False	3	0	32	0	0	7.0	0	Titanic	8	1.0
383	384	True	1	1	35	1	0	52.0	0	Titanic	8	3.0
384	385	False	3	0	28	0	0	7.0	0	Titanic	8	1.0
385	386	False	2	0	18	0	0	73.0	0	Titanic	8	1.0
386	387	False	3	0	1	5	2	46.0	0	Titanic	8	4.0
387	388	True	2	1	36	0	0	13.0	0	Titanic	8	2.0
388	389	False	3	0	15	0	0	7.0	2	Titanic	8	1.0
389	390	True	2	1	17	0	0	12.0	1	Titanic	8	2.0
390	391	True	1	0	36	1	2	120.0	0	Titanic	2	1.0
391	392	True	3	0	21	0	0	7.0	0	Titanic	8	1.0
392	393	False	3	0	28	2	0	7.0	0	Titanic	8	1.0
393	394	True	1	1	23	1	0	113.0	1	Titanic	4	2.0
394	395	True	3	1	24	0	2	16.0	0	Titanic	7	3.0
395	396	False	3	0	22	0	0	7.0	0	Titanic	8	1.0
396	397	False	3	1	31	0	0	7.0	0	Titanic	8	2.0
397	398	False	2	0	46	0	0	26.0	0	Titanic	8	1.0
398	399	False	2	0	23	0	0	10.0	0	Titanic	8	5.0
399	400	True	2	1	28	0	0	12.0	0	Titanic	8	3.0
400	401	True	3	0	39	0	0	7.0	0	Titanic	8	1.0
401	402	False	3	0	26	0	0	8.0	0	Titanic	8	1.0
402	403	False	3	1	21	1	0	9.0	0	Titanic	8	2.0
403	404	False	3	0	28	1	0	15.0	0	Titanic	8	1.0
404	405	False	3	1	20	0	0	8.0	0	Titanic	8	2.0
405	406	False	2	0	34	1	0	21.0	0	Titanic	8	1.0
406	407	False	3	0	51	0	0	7.0	0	Titanic	8	1.0
407	408	True	2	0	3	1	1	18.0	0	Titanic	8	4.0
408	409	False	3	0	21	0	0	7.0	0	Titanic	8	1.0
409	410	False	3	1	40	3	1	25.0	0	Titanic	8	2.0
410	411	False	3	0	37	0	0	7.0	0	Titanic	8	1.0
411	412	False	3	0	40	0	0	6.0	2	Titanic	8	1.0
412	413	True	1	1	33	1	0	90.0	2	Titanic	3	2.0
413	414	False	2	0	31	0	0	0.0	0	Titanic	8	1.0
414	415	True	3	0	44	0	0	7.0	0	Titanic	8	1.0
415	416	False	3	1	34	0	0	8.0	0	Titanic	8	3.0
416	417	True	2	1	34	1	1	32.0	0	Titanic	8	3.0
417	418	True	2	1	18	0	2	13.0	0	Titanic	8	2.0
418	419	False	2	0	30	0	0	13.0	0	Titanic	8	1.0
419	420	False	3	1	10	0	2	24.0	0	Titanic	8	2.0
420	421	False	3	0	23	0	0	7.0	1	Titanic	8	1.0
